ID;Item Number;Suffix 1;Suffix 2;ItemNo;Device Type;Manufacturer;Delimiter;Part Number;Major Functions;Horizontal/Vertical;Rack/Panel;RU;Zones of Protection;Power Supply Voltage;Control Voltage;AC/DC Control Voltage;AC Current Input;AC Voltage Input;Standard Inputs 1;Standard Input Type 1;Standard Inputs 2;Standard Input Type 2;Standard Outputs 1;Standard Output Type 1;Standard Outputs 2;Standard Output Type 2;Additional Board 1;Board 1 Additional Inputs 1;Board 1 Additional Input Type 1;Board 1 Additional Inputs 2;Board 1 Additional Input Type 2;Board 1 Additional Outputs 1;Board 1 Additional Output Type 1;Board 1 Additional Outputs 2;Board 1 Additional Output Type 2;Additional Board 2;Board 2 Additional Inputs 1;Board 2 Additional Input Type 1;Board 2 Additional Inputs 2;Board 2 Additional Input Type 2;Board 2 Additional Outputs 1;Board 2 Additional Output Type 1;Board 2 Additional Outputs 2;Board 2 Additional Output Type 2;Additional Board 3;Board 3 Additional Inputs 1;Board 3 Additional Input Type 1;Board 3 Additional Inputs 2;Board 3 Additional Input Type 2;Board 3 Additional Outputs 1;Board 3 Additional Output Type 1;Board 3 Additional Outputs 2;Board 3 Additional Output Type 2;User Interface;Communications;Coil Operation Voltage;AC/DC Coil Operation Voltage;Handle Style;Spring Return/Maintain;Qty of Decks;Meter Form;Number of Phases;Number of Wires;Test Switch Arrangement;Test Switch Arrangement A;Test Switch Arrangement B;Test Switch Arrangement C;Test Switch Cover;Lamp Voltage;AC/DC Lamp Voltage;Lamp color;Lens color;Catalog cut included;Length;Length Unit;Comm Int Type 1;Comm Int Qty 1;Comm Int Type 2;Comm Int Qty 2;Comm Int Type 3;Comm Int Qty 3;Comm Int Type 4;Comm Int Qty 4;Comm Int Type 5;Comm Int Qty 5;Comm Int Type 6;Comm Int Qty 6;Comm Int Type 7;Comm Int Qty 7;Comm Int Type 8;Comm Int Qty 8;Reset;Common Material;Need to add to ACADE Cat;Need to add Footprint for ACADE;Inventory Quantity;Inventory Location;Photo on file;Itemize Price;Short Name;Status;StatusReason;WnSingleAll;WnSingleTerm;Wn2Wire;Wn3Wire;WnAWGRec;WnAWGRecAll;WnAWGRecTerms;WnTSPAll;WnTSPTerms;WnTerm;WnTermBlank;WnJumperItem;WnJumperUse;WnGround;WnOther
597;78;B;;78B;Miscellaneous;Dialight;;051-0137-303;Cap, domed, clear polycarbonate with chrome plated brass, for use with Dialight 051 and 080 series incandescant light socket;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
598;99;;;99;Miscellaneous;;;;Service to change jumper on internal circuit board of microprocessor relay by soldering or other appropriate means per manufacturer instructions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;1;0;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
599;90;C;;90C;Miscellaneous;Amphenol;D-ST;L717DE09PST1;9-pin male D-sub connector with screw terminals and plastic backshell
Wire size: 18 AWG max;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;2;File cabinet outside Barton's office;0;0;;;;1;;0;0;18;1;;1;;No;0;;;;
600;107;B;;107B;Panel Material;;;;Shielded pairs, #18 AWG, for low level signals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
601;11;K;;11K;Clock/Comm. Proc./Revenue Meter;SEL;;240-1802;BNC tee, F/F/F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
602;14;R;;14R;Clock/Comm. Proc./Re607;32;H;;32H;Rotary Switch;Electroswitch;Series 24P;24PAAXXX202LF;Control switch, differential cutout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oval;Maintain;2;;;;;;;;;;;Amber;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH CONTROL SWITCH;;;0;A - H;0;0;;0;;0;;;0;;;;asors, CDC Type II Peer-to-Peer: Mirrored Bits;;;;;;;;;;;;;;;;;;1;;;EIA-232/EIA-485 DB9;4;10/100Base-T;2;BNC IRIG In;1;BNC IRIG Out;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-2241 RTAC MODULE;;;0;;0;0;;0;;0;;;0;;;;
610;13;H;;13H;Clock/Comm. Proc./Revenue Meter;SEL;;3530#GB49;Real-time automation controller (RTAC) 17 communication ports for communicating selectively with SEL relays, SCADA RTU, local and network interface;Horizontal;Rack;3;;48/125V DC or 120V AC;;;;;1;input;;;1;output;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Client: SEL, DNP3, Modbus, IEC 60870-5-101/104, C37.118 Synchrophasors, L&G 8979, CP2179, SNMP Server: SEL, DNP3, Modbus, L&G 8979, SES-92, IEC 60870-5-101/104, C37.118 Synchrophasors, CDC Type II Peer-to-Peer: Mirrored Bits, Network Global Variable List (NGVL);;;;;;;;;;;;;;;;;;1;;;EIA-232/EIA-485 DB9;16;EIA-232/EIA-485 terminal block;1;BNC IRIG In;1;BNC IRIG Out;1;IRIG terminal block;1;10/100Base-T;2;USB A;1;USB B;1;;0;1;1;;;0;1;SEL-3530 RTAC;;;0;A01-A08;0;0;;0;;0;COM17;;0;;;;
611;11;L;;11L;Clock/Comm. Proc./Revenue Meter;;;;3/4' aluminum conduit, conduit clamps, and aluminum LB with weep hole for mounting satellite clock antenna per drawings;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
612;20;H;;20H;Carrier Equipment;SEL;;2824XXXX;Fiber optic transceiver - multi mode to EIA-485 terminals blocks Wavelength: 850nm Optical connector: ST Range: Up to 4km;;;;;5-30V DC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;1;0;;;;1;;0;0;;0;;0;;;0;;;;Wire size not specified, so AWG 12 may be too large.
613;120;A;;120A;Miscellaneous;Square D (Schneider Electric);;SDSA1175T;Surge suppressor, 1 phase, 2 wire, for 120V AC, 150V MCOV, 25kA SCCR, 10kA In, 700V L-N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;0;;;;1;;0;0;;0;;0;;;0;;;;This comes with 24' leads, so keep connections nearby. Black is for line, white for neutral.
614;120;B;;120B;Miscellaneous;Square D (Schneider Electric);;QOSAMK;Mounting kit for surge suppressor, compatible with SDSA1175 & SDSA1175T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
615;125;D;;125D;Miscellaneous;Mean Well;;RSD-200C-48;DC-DC converter, 200W Input: 33.6-62.4V DC Output: 48V DC, 4.2A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
616;125;E;;125E;Miscellaneous;Mean Well;;RSD-200D-48;DC-DC converter, 200W Input: 67.2-143V DC Output: 48V DC, 4.2A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
617;120;C;;120C;Miscellaneous;Advantech;B+B SmartWorx;BB-485HESP;Surge suppressor RS-485, 3-stage, 3 lines of protection;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;0;;;;0;;0;0;16-18;0;485;0;;;0;;;;Connect ground terminals to the ground terminal of the device it's serving.
618;4;H;;4H;Relay;SEL;;035173D3K542X1;Overcurrent relay;Horizontal;Rack;3;;48/125V DC or 120V AC;125;DC;5;300;6;optoisolated inputs;;;6;outputs;2;high current outputs;;8;inputs;;;12;outputs;;;;;;;;;;;;;;;;;;;;;SafeLock Trip/Close pushbuttons and configurable labels;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;100Base-FX MM LC;2;Fiber optic MM ST 850 nm;1;BNC IRIG;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-351 RELAY;;;0;;0;0;;0;;0;;;0;;;;
619;14;T;;14T;Clock/Comm. Proc./Revenue Meter;SEL;;24402H11A1A11630;Discrete Programmable Automation Controller;Horizontal;Rack;2;;24-250V DC, 110-230V AC;125;AC/DC;;;16;inputs;;;16;outputs;;;;16;inputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;10/100Base-T;2;BNC IRIG In;1;BNC I632;150;B;;150B;Miscellaneous;Tripp Lite;;RS-1215-RA;Power strip, 15A, 12 outlets Cord length: 15';Horizontal;Rack;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;;;;al block;1;100Base-FX MM LC;2;Fiber optic MM ST 850 nm;1;BNC IRIG;1;USB B;1;;;;;;0;1;1;;;0;1;SEL-311C RELAY;NOT RECOMMENDED;Power supply is irregular.;0;;0;0;;0;;0;;;0;;;;wer supply is irregular.;0;;0;0;;0;;0;;;0;;;;
633;20;K;;20K;Carrier Equipment;SEL;;915900575;Mounting kit for SEL transceiver, includes mount and SEL-C641 cable (6 ft, DB9 female to DB9 male);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
634;35;S;;35S;Rotary Switch;Electroswitch;Type WL2;796A213G05;Lock-out relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;DC;Oval;;4;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;Manual;0;1;1;;;0;1;ELECTROSWITCH LOCKOUT RELAY;;;0;7B;0;0;;0;;0;;;0;;;;
635;4;M;;4M;Relay;SEL;;07872XE1AA02A4A850420;Overcurrent relay;Vertical;Panel;;;110-250V DC or 110-240V AC;125;DC;5;125;2;inputs;6;inputs;3;outputs;;high current outputs;;14;inputs;;;8;outputs;;;;;inputs;;;;outputs;;;;;inputs;;;;;;;Programmable pushbuttons;Standard plus DNP3;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;3;EIA-485 DB9;1;Fiber optic MM ST 850 nm;1;100Base-FX MM LC;1;EIA-232/EIA-485 DB9;;;;;;;;;0;1;1;;;0;1;SEL-787 RELAY;;;0;;0;0;;0;;0;;;0;;;;
636;50;H;;50H;Display Meter/Transducer;Satec;;PM172E-N-U-5-60HZ-ACDC-AO3;Power and revenue meter which displays, stores and transmits: 3-phase voltage, current (incl. neutral current), power, energy, power factor, frequency, voltage/current unbalance, load profile;;;;;88-290V DC or 85-264V AC, with monitoring;;;5;120;2;input;;;2;outputs;;;;;;;;2;0-1mA analog outputs;;;;;;;;;;;;;;;;;;;;;;Modbus RTU, Modbus/TCP, DNP3, DNP3/TCP, GE EGD producer, Profibus DP and proprietary ASCII communication protocols;;;;;;;3;4;;;;;;;;;;1;;;EIA-232/422/485 DB9;1;EIA-232/422/485 terminal block;1;;;;;;;;;;;;;;0;1;1;;;0;1;SATEC PM172 METER;;;0;;0;0;;0;;0;;;0;;;;
637;20;L;;20L;Carrier Equipment;SEL;;2814M0;Fiber optic transceiver - multi mode to EIA-232 DB9 Wavelength: 850nm Optical connector: ST Range: Up to 4km;;;;;5-10V DC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
638;173;;;173;Panel Material;;;;Blank plate with returns;;Rack;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
639;173;A;;173A;Panel Material;;;;Blank plate with returns and cutouts;;Rack;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
640;173;B;;173B;Panel Material;;;;Subpanel;;Rack;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
641;91;C;;91C;Panel Material;Rackmount Solutions;Cruxial;34-199902;Rack extender/standoff bracket pair, 16 gauge steel, black, 10-32 tapped holes, 10-32 and 12-24 mounting screws included;;Rack;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;inches;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
642;214;A;;214A;Miscellaneous;SEL;;C808Z020LLX0001;62.5/125 �m multimode fiber-optic cable, 2-fiber zipcord, LC connector to LC connector;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
643;214;B;;214B;Miscellaneous;SEL;;C808Z020LLX0002;62.5/125 �m multimode fiber-optic cable, 2-fiber zipcord, LC connector to LC connector;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
644;214;C;;214C;Miscellaneous;SEL;;C808Z020LLX0003;62.5/125 �m multimode fiber-optic cable, 2-fiber zipcord, LC connector to LC connector;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
645;214;D;;214D653;50;J;;50J;Clock/Comm. Proc./Revenue Meter;;;;Cutout & cover for Bitronics M650 meter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;rs;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
654;4;N;;4N;Relay;SEL;;0351S7XHD3E5421;Overcurrent relay;Horizontal;Rack;3;;48/125V DC or 120V AC;125;DC;5;300;6;optoisolated inputs;;;6;outputs;2;high current outputs;;8;inputs;;;12;outputs;;;;;;;;;;;;;;;;;;;;;SafeLock Trip/Close pushbuttons and configurable labels;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-351S RELAY;;;0;;0;0;;0;;0;;;0;;;;
655;3;K;;3K;Relay;SEL;;0387503X5HXX2X1;Current differential and overcurrent relay;Horizontal;Rack;2;;48/125V DC or 125V AC;48;DC;5;;6;optoisolated inputs;;;8;outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;Standard plus DNP 3.00 Level 2 Slave;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;IRIG terminal block;1;;;;;;;;;;;;0;1;1;;;0;1;SEL-387 RELAY;;;0;;0;0;;0;;0;;;0;;;;
656;52;A;;52A;Clock/Comm. Proc./Revenue Meter;;;;Cutout & cover for Beckwith M-2001C tap change controller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
657;31;X;;31X;Rotary Switch;Electroswitch;Series 24;94804CD;Selector switch relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;DC;Oval;Maintain;4;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SELECTOR SWITCH RELAY;;;0;1H, TB1, TB4 (no connections allowed on H, TB3);0;0;;0;;0;;;0;;;;
658;13;J;;13J;Clock/Comm. Proc./Revenue Meter;SEL;;3530HB0BX211A0XXXXXX;Real-time automation controller (RTAC);Horizontal;Rack;3;;48/125V DC or 120V AC;48;DC;;;1;input;;;1;output;;;;24;inputs;;;8;outputs;;;;;;;;;;;;;;;;;;;;;;Client: SEL, DNP3, Modbus, IEC 60870-5-101/104, C37.118 Synchrophasors, L&G 8979, CP2179, SNMP Server: SEL, DNP3, Modbus, L&G 8979, SES-92, IEC 60870-5-101/104, C37.118 Synchrophasors, CDC Type II Peer-to-Peer: Mirrored Bits, Network Global Variable List (NGVL);;;;;;;;;;;;;;;;;;1;;;EIA-232/EIA-485 DB9;32;EIA-232/EIA-485 terminal block;1;BNC IRIG In;1;BNC IRIG Out;1;IRIG terminal block;1;10/100Base-T;2;USB A;1;USB B;1;;0;1;1;;;0;1;SEL-3530 RTAC;;;0;;0;0;;0;;0;;;0;;;;
659;4;P;;4P;Relay;SEL;;0351S7XHD3E5221;Overcurrent relay;Horizontal;Rack;3;;48/125V DC or 120V AC;48;DC;5;300;6;optoisolated inputs;;;6;outputs;2;high current outputs;;8;inputs;;;12;outputs;;;;;;;;;;;;;;;;;;;;;SafeLock Trip/Close pushbuttons and configurable labels;Standard;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;10/100Base-T;2;BNC IRIG;1;USB B;1;;;;;;;;0;1;1;;;0;1;SEL-351S RELAY;;;0;;0;0;;0;;0;;;0;;;;
660;91;D;;91D;Panel Material;SEL;;99200;Side-by-side package connector, for two SEL-551 relays with conventional terminal blocks and standard output contacts;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
661;4;R;;4R;Relay;SEL;;0551003X5P1X;Overcurrent & reclosing relay;Horizontal;Rack;2;;48/125V DC or 125V AC;125;DC;5;;2;optoisolated inputs;;;5;outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;ASCII, Distributed Port Switch Protocol (LMD), Modbus RTU;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;1;;;;;;;;;;;;;;;;0;1;1;0;;0;1;SEL-551 RELAY;;;0;;0;0;;0;;0;;;0;;;;
663;4;S;;4S;Relay;SEL;;751001AA0CA1AA50220;Overcurrent relay;Vertical;Panel;;;110-250V DC or 110-240V AC;125;DC;5;;4;inputs;2;inputs;3;outputs;;high current outputs;;4;inputs;;;4;high speed - high current outputs;;;;4;inputs;;;4;outputs;;;;;inputs;;;;;;;Programmable pushbuttons;Standard plus DNP3;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;BNC IRIG;1;Fiber optic MM ST 850 nm;1;10/100Base-T;1;EIA-232/EIA-485 DB9;1;;;;;;;;0;1;1;;;0;1;SEL-751 RELAY;;;0;;0;0;;0;;0;;;0;;;;
664;4;T;;4T;Panel Material;SEL;;99200;Side-by-side package connector option for rack mount SEL-551 relays;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
6668;109;A;;109A;Miscellaneous;Bussman;;RM25030-2CR;2-pole fuse block, 250V, 30A, screw terminals, spring reinforced clips for Class H non-renewable fuses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
669;110;A;;110A;Miscellaneous;Bussman;;RM25030-3CR;3-pole fuse block, 250V, 30A, screw terminals, spring reinforced clips for Class H non-renewable fuses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
670;42;B;;42B;Test Switch;ABB;Type FT-1;774B430G20;Test switch, 10-pole;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C-C,C-C,C-C,P,P,P,P;;;;Black;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
671;120;D;;120D;Miscellaneous;Littelfuse;;V421DHB34;Surge protector (varistor), 420V RMS to 560V DC, 600 Joules energy, solder terminals;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
672;105;G;;105G;Panel Material;;;;Solder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
673;105;H;;105H;Panel Material;Alpha Wire;;FIT2213/8 BK147;Heat shrink tubing, 3/8 inch inside diameter, 2:1 shrink ratio, cut to 1 inch length;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
674;44;E;;44E;Test Switch;Mega Power Systems;UTS14;CT40100;Test switch, 14-pole;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P,P,P,P,P,P,P,P,P,P,P,P,P,P;;;;Clear;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
675;3;L;;3L;Relay;SEL;;0387513X5H6X4X1;Current differential and overcurrent relay;Horizontal;Rack;3;;48/125V DC or 125V AC;125;DC;5;;6;optoisolated inputs;;;8;outputs;;;;8;optoisolated inputs;;;12;high current outputs;;;;;;;;;;;;;;;;;;;;;Hard-wired pushbuttons;Standard plus DNP 3.00 Level 2 Slave;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;EIA-485 terminal block;1;IRIG terminal block;1;;;;;;;;;;;;0;1;1;;;0;1;SEL-387 RELAY;;;0;;0;0;;0;;0;;;0;;;;
676;45;J;;45J;Test Switch;Mega Power Systems;UTS3;HCT3X-552-552-552;Test switch, 30-pole;;Rack;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C-C,C-C,C-C,P,P,P,P;C-C,C-C,C-C,P,P,P,P;C-C,C-C,C-C,P,P,P,P;Full length, clear;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
677;45;K;;45K;Test Switch;Mega Power Systems;UTS3;HCT3X-552-100-100;Test switch, 30-pole;;Rack;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C-C,C-C,C-C,P,P,P,P;P,P,P,P,P,P,P,P,P,P;P,P,P,P,P,P,P,P,P,P;Full length, clear;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
678;125;F;;125F;Miscellaneous;Mean Well;;NDR-120-24;AC-DC power supply, 120W Input: Universal AC Output: 24V DC, 5.0A;;;;;120;;;;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
679;125;G;;125G;Miscellaneous;Mean Well;;DR-UPS40;Battery controller 40ADC UPS Module Input: 24-29V DC Output: 21-29V DC, 0-40A;;DIN rail;;;24V DC;24;DC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
680;20;M;;20M;Carrier Equipment;Advantech;;BB-485SD9TB;Serial converter RS-232 (female DB9) to RS-485 (terminal blocks);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
681;83;;;83;Auxiliary Instrument/Transformer/Signal Conditioner;Struthers-Dunn;;33377;Mounting socket for auxiliary relay, screw terminals, 14 pin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
682;83;A;;83A;Auxiliary Instrument/Transformer/Signal Conditioner;Struthers-Dunn;;219XDXP-120VAC;Auxiliary relay;;;;;;;;;;;;;;4;form C outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;AC;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
